"string";"# total labels";"total labels";"# unique labels";"unique labels"
"leftfield, depart, pass on, give, bequeath, result, leave behind, odd, forget, will, left field, lead, provide, left wing, left over, exit, impart, remaining, left hand, unexpended, leftover, entrust, left-hand, leave alone, allow for, go forth, get out, leave, allow, go away, left, go out, pull up stakesgyrus, convolutionenergizing, activation, activatinghead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcontrol, see, curb, check, manipulate, verify, master, ascendency, ensure, moderate, dominance, see to it, keep in line, restraint, ascertain, controller, ascendence, hold, insure, ascendance, mastery, control condition, assure, hold in, command, contain, operate, ascendancylens cortex, pallium, cerebral cortex, cortex, cerebral mantlefusiform, cigar-shaped, spindle-shapedgroup, mathematical group, radical, chemical group, aggroup, groupingoccipital";"40";"brain, ability, activation, group, group, cerebral cortex, condition, capacity, check, chemical, cigar, contain, control, field, hand, hand, for, give, hold, hold, lead, learning, left, left, left, left, left, left, line, moderate, over, pass, provide, radical, remaining, see, see, to, spindle, learning";"31";"brain, ability, activation, group, cerebral cortex, condition, capacity, check, chemical, cigar, contain, control, field, hand, for, give, hold, lead, learning, left, line, moderate, over, pass, provide, radical, remaining, see, to, spindle, learning"
"yr, twelvemonth, class, yearenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropebaseline, service linegrade, range, rank, pace, rate, place, value, charge per unit, ordercoronal, lei, wreath, chaplet, garlanddecline, refuse, go down, worsen, wane, slump, pass up, turn down, reject, correctlevelheaded, sound, salubrious, level-headed, good for you, healthy, hefty, tidy, respectable, sizeable, goodly, goodish, intelligent, sizablehumanity, gentleman's gentleman, serviceman, piece, human being, mankind, valet de chambre, gentleman, valet, humans, homo, humankind, military man, human, military personnel, human race, world, man, human beings, isle of man, adult male";"46";"human, human, human, human, adult, race, value, personnel, rate, male, charge, class, class, image, image, double, double, double, range, range, range, for, function, good, isle of man, level, man, man, man, military, military, picture, pass, per, place, project, rank, refuse, reject, see, service, sound, speech, unit, world, unit";"37";"human, adult, race, value, personnel, rate, male, charge, class, class, image, double, double, double, range, for, function, good, isle of man, level, man, military, picture, pass, per, place, project, rank, refuse, reject, see, service, sound, speech, unit, world, unit"
"blue-blooded, naughty, blue air, drab, juicy, bluish, down, gentle, blueing, risque, blue, bluing, disconsolate, blasphemous, grim, aristocratic, aristocratical, blueness, amytal, sorry, blue sky, puritanical, low, blue devil, dispirited, amobarbital sodium, patrician, wild blue yonder, dreary, gamy, downhearted, gloomy, dismal, low-spirited, spicy, blueish, blue angel, down in the mouth, dark, drear, puritanic, profane, depressed, downcast, racy, dingy, gameydiscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingeminify, decreased, lessen, decrease, fall, diminish, reduced";"23";"air, amobarbital, amobarbital sodium, fall, material, material, color, color, color, blue, blue, blue, blue, blue, blue, blue, fall, low, low, people, people, reduced, sodium";"12";"air, amobarbital, amobarbital sodium, fall, material, color, blue, fall, low, people, reduced, sodium"
"vestige, ghost, draw, hunt, trace, tincture, hint, tracing, describe, delineate, decipher, suggestion, retrace, touch, follow, shadow, hound, linedefinitionselected, pick out, choose, select, takeclip, sentence, clock, metre, meter, fourth dimension, time, prison term, clock time";"16";"time, time, choose, dimension, draw, follow, fourth, fourth dimension, fourth, term, meter, sentence, suggestion, term, touch, trace";"15";"time, choose, dimension, draw, follow, fourth, fourth dimension, fourth, term, meter, sentence, suggestion, term, touch, trace"
"taucross-link, cross-linkageantibodydiscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingeimmunofluorescencepoint, suggest, signal, show, betoken, indicate, bespeak, argue, designate";"9";"material, material, color, color, color, cross, signal, people, people";"5";"material, color, cross, signal, people"
"magnetic resonance imaging, mriexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, screening, bear witness, designate, picture, read, showing, express, viewing, show up, present, register, record, demonstrate, displayalinement, alliance, conjunction, coalition, alignmentdiscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colourise, coloring, colorise, gloss, colours, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colors, colouration, discolor, people of color, tingeform, conformation, shape, contour line, configuration, contourdifferent, dissimilar, unlikefrontlet, frontal, facade, frontage, head-onenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, trope";"32";"shape, material, material, head, color, color, color, conformation, conjunction, contour, magnetic resonance imaging, image, image, double, double, double, range, range, evidence, record, function, line, picture, picture, people, people, point, present, project, read, see, speech";"25";"shape, material, head, color, conformation, conjunction, contour, magnetic resonance imaging, image, double, double, double, range, evidence, record, function, line, picture, people, point, present, project, read, see, speech"
"atrophy, wasting, withering, wasting awayretrieve, bump, set up, discover, constitute, see, determine, happen, recover, establish, find, witness, ground, detect, line up, notice, feel, regain, find out, plant, get, obtain, chance, observe, incur, encounter, come up, launch, institute, get hold, rule, receive, base, ascertain, found, find oneselftemporal, temporal role, secular, worldlycerebral, intellectualeven out, discipline, right, even up, chasten, rectify, slump, objurgate, chastise, decline, adjust, compensate, redress, castigate, counterbalance, sort out, set, even off, correct, make upset off, break up, depart, divide, office, disunite, share, start out, split up, section, character, start, parts, role, split, percentage, set out, function, division, theatrical role, persona, separate, component, break, part, constituent, parting, set forth, take off, piece, component part, portion, contribution, voice, regionimpact, feign, pretend, affected, move, unnatural, moved, regard, impress, stirred, bear upon, involve, touch, dissemble, bear on, touch on, affect, strike, touched, sham";"51";"division, affected, atrophy, plant, character, part, part, base, base, base, set, set, set, set, contribution, correct, section, rule, discipline, discover, divide, division, encounter, function, section, hold, line, make, obtain, off, off, off, percentage, receive, right, role, role, role, section, see, separate, share, split, split, take, temporal, touch, touch, upon, upset, voice";"41";"division, affected, atrophy, plant, character, part, base, base, base, set, contribution, correct, section, rule, discipline, discover, divide, division, encounter, function, section, hold, line, make, obtain, off, percentage, receive, right, role, section, see, separate, share, split, take, temporal, touch, upon, upset, voice"
"arena, field, domain, surface area, area, country, region, orbit, expanse, spherediscipline, content, case, field of study, subject area, guinea pig, study, matter, subject field, submit, topic, field, theme, depicted object, bailiwick, subjugate, issue, national, subjectpebibyte, pb, pib, petabytesport utility vehicle, sport utility, s.u.v., suvprize, evaluate, treasure, appreciate, rate, value, assess, time value, values, note value, measure, respect, prise, appraise, valuate, economic value, esteemr-2, encircle, roofy, set, lot, mexican valium, dress circle, rotary, traffic circle, rope, band, roundabout, circuit, rophy, forget me drug, circle, lap, roach, round, circulateliken, compare, equate";"40";"domain, country, value, value, value, value, study, study, area, area, area, sport, orbit, time, rate, case, set, circle, circle, circle, lot, region, content, content, guinea pig, pig, field, field, field, field, surface, guinea, subject, subject, object, mexican, national, note, issue, round";"28";"domain, country, value, study, area, sport, orbit, time, rate, case, set, circle, lot, region, content, content, guinea pig, pig, field, surface, guinea, subject, object, mexican, national, note, issue, round"
"case, good example, deterrent example, lesson, illustration, instance, exemplar, representative, object lesson, model, example, exerciseenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeparietalrealm, region, part, neighborhood, area";"25";"part, area, model, case, region, image, image, double, double, double, range, range, example, example, example, function, good, instance, object, model, picture, neighborhood, project, see, speech";"21";"part, area, model, case, region, image, double, double, double, range, example, function, good, instance, object, model, picture, neighborhood, project, see, speech"
"energizing, activation, activatingexhibit, expose, displaygroup, mathematical group, radical, chemical group, aggroup, groupinganatomic, anatomicalaxial, axilebiological, biologicdim, smutch, blear, slur, smear, confuse, smudge, film over, blur, obscure, glaze over, obnubilaterear end, butt, underside, seat, stern, keister, fathom, prat, bottom, tail, buns, tush, rump, tail end, merchant ship, fanny, ass, behind, tooshie, posterior, hindquarters, bum, nates, penetrate, undersurface, bottom of the inning, rear, merchantman, hind end, arse, buttocks, backside, derriere, bed, bottomland, freighter, can, fundament";"21";"activation, group, group, bed, blur, bottom, bottom, can, chemical, end, end, end, film, hind, over, over, posterior, radical, smear, tail, tail";"15";"activation, group, bed, blur, bottom, can, chemical, end, film, hind, over, posterior, radical, smear, tail"
"rowing, run-in, wrangle, course, dustup, words, row, quarrelpebibyte, pb, pib, petabyteexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, record, demonstratecerebellardata point, information, data, datumenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropesport utility vehicle, sport utility, s.u.v., suvii, deuce, 2, two";"26";"data, sport, information, course, image, image, double, double, double, range, range, evidence, record, function, picture, picture, point, point, present, project, read, row, run, see, speech, two";"22";"data, sport, information, course, image, double, double, double, range, evidence, record, function, picture, point, present, project, read, row, run, see, speech, two"
"point of reference, acknowledgment, reference, mention, reference book, citation, character, reference work, source, credit, book of facts, consultation, extension, address, denotation, reference point, computer address, cite, character reference, quotationgrown, pornographic, full-grown, big, adult, grownup, fully grownbiopsyjoan crawford, crawford, thomas crawfordenvision, figure, flesh, soma, frame, number, fancy, shape, design, work out, count on, visualize, calculate, pattern, physique, forecast, visualise, fig, human body, image, build, physical body, picture, digit, form, reckon, anatomy, chassis, estimate, public figure, cypher, compute, name, material body, see, figure of speech, project, cipher, enter, bod, trope";"50";"human, book, book, name, address, address, address, address, adult, number, pattern, digit, character, character, shape, material, reference, reference, reference, reference, reference, reference, body, body, body, build, form, citation, computer, consultation, count, source, design, image, digit, work, work, estimate, fig, frame, full, picture, physical, point, point, project, public, reference point, see, speech";"37";"human, book, name, address, address, adult, number, pattern, digit, character, shape, material, reference, body, build, form, citation, computer, consultation, count, source, design, image, digit, work, estimate, fig, frame, full, picture, physical, point, project, public, reference point, see, speech"
"pointer, arrowwedge, posit, repository, lodge, fix, down payment, bank deposit, sedimentation, deposition, deposit, depositary, alluviation, depository, situate, sediment, bank, stickenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, tropeprincipally, in the main, mainly, chiefly, primarilyrepresent, map, constitute, typify, delineated, make up, defend, interpret, exemplify, be, play, symbolise, represented, stand for, present, stage, delineate, correspond, act, lay out, symbolize, comprise90, ninety, xc";"30";"deposit, deposit, bank, bank, be, repository, stage, image, image, double, double, double, range, range, pointer, fix, for, function, map, stage, main, make, picture, payment, pointer, present, project, sedimentation, see, speech";"26";"deposit, bank, be, repository, stage, image, double, double, double, range, pointer, fix, for, function, map, stage, main, make, picture, payment, pointer, present, project, sedimentation, see, speech"
"spring, bound, bounce, restrict, obligate, resile, bandaged, border, indentured, truss, tie up, hold fast, saltation, adhere, attach, leap, restrain, tie, boundary, confine, take a hop, oblige, rebound, leaping, tie down, apprenticed, recoil, stick, destined, reverberate, hold, jump, throttle, bind, stick to, bounds, bandage, ricochet, constipate, trammel, edge, limit, articled, bondphosphate buffer solution, atomic number 82, pbs, lead, pib, pbit, pb, petabyte, pebibyte, petabitbinding, back, ski binding, truss, tie up, bandaging, adhere, attach, hold fast, dressing, tie, oblige, tie down, bandage, hold, book binding, bind, stick to, cover, constipate, obligate, bond, stickfibril, strand, filamentfluorescence";"22";"book, number, back, binding, binding, border, bound, buffer, cover, dressing, hold, hold, hold, hold, lead, solution, spring, take, to, to, binding, binding";"16";"book, number, back, binding, border, bound, buffer, cover, dressing, hold, lead, solution, spring, take, to, binding"
"streak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockhistological, histologicjury, impanel, instrument panel, board, venire, control panel, control board, gore, dialog box, empanel, panelplate, scale, scale of measurement, scurf, scale leaf, exfoliation, shell, descale, ordered series, surmount, weighing machine, musical scale, graduated tablespatiallycc, two hundred, 200";"29";"leaf, automatic, block, block, block, block, block, block, block, block, board, board, box, scale, scale, scale, scale, community, control, control, series, legal, legal, measurement, off, shell, stop, streak, two";"19";"leaf, automatic, block, block, block, block, board, box, scale, community, control, series, legal, measurement, off, shell, stop, streak, two"
"meaning, important, substantial, significant, pregnantlineage, line of descent, parentage, blood line, descent, bloodline, rake, rip, rakehell, ancestry, stemma, blood, line, roue, stock, pedigree, origin, profligatediscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colouration, coloring, colorise, gloss, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colourise, discolor, people of color, tingediscolour, color, emblazon, color in, people of colour, colourize, colorize, coloring material, colourise, coloring, colorise, gloss, colours, semblance, colouring material, distort, colouring, coloration, vividness, colour in, colour, colors, colouration, discolor, people of color, tingecorrelation coefficient, coefficient of correlation, correlativity, correlational statistics, correlationdour, morose, dark-skinned, saturnine, glum, benighted, wickedness, blue, sullen, darkness, disconsolate, black, sorry, dreary, coloured, dark, gloomy, dismal, drab, shadow, grim, moody, drear, colored, iniquity, sinister, nighttime, dingy, sour, night, non-white, obscure, gloweringminify, step-down, lessen, drop-off, reduction, decrease, fall, diminution, diminish, decrement, lesseningminify, decreased, lessen, decrease, fall, diminish, reduced";"40";"coefficient, coefficient, fall, fall, blood, blood, material, material, material, material, statistics, black, color, color, color, color, color, color, blue, correlation, drop, white, fall, fall, line, line, line, meaning, off, origin, pedigree, people, people, people, people, reduced, significant, step, stock, white";"23";"coefficient, fall, blood, material, statistics, black, color, blue, correlation, drop, white, fall, line, meaning, off, origin, pedigree, people, reduced, significant, step, stock, white"
"amyloid, amyloidal, starchlike, farinaceous, amylaceousriddle, permeate, diffused, distribute, disseminate, interpenetrate, soft, circularise, fan out, broadcast, circularize, spread, pervade, disperse, spread out, penetrate, circulate, propagate, diffuse, pass around, imbuetwisting, torture, distorted shape, aberration, optical aberration, distortion, straining, deformation, overrefinementblack eye, computer mouse, shiner, mouseneuronic, neuronal, neuralpassing game, go by, pass on, surpass, go, snuff it, drop dead, overhaul, go along, give-up the ghost, fade, crack, hap, bye, slip away, return, fling, fall, base on balls, elapse, come about, die, laissez passer, make it, decease, exceed, pass along, pass, happen, lead, exit, eliminate, egest, take place, run, perish, extend, communicate, expire, sink, pop off, travel by, pass away, overtake, choke, pass off, passing, devolve, croak, authorize, make pass, walk, cash in one's chips, go across, qualifying, top, give, passport, head, buy the farm, offer, fall out, blow over, mountain pass, go past, lapse, flip, fleet, guide, transcend, kick the bucket, liberty chit, toss, strait, straits, put across, glide by, conk, passing play, slip by, whirl, pas, authorise, occur, overstep, excrete, slide by, go through, draw, go on, pass by, legislate, reach, hand, turn over, clear, evanesce, notch, spendsue, physical process, litigate, work on, process, cognitive process, work, serve, summons, outgrowth, cognitive operation, procedure, action, swear out, appendage, march, operation, unconscious process, mental process, treat";"72";"action, mental process, appendage, fall, fall, shape, base, base, base, process, process, process, process, process, eye, head, cognitive, cognitive, computer, crack, diffuse, disseminate, distortion, draw, drop, work, work, elapse, extend, fall, fall, farm, hand, slide, give, give, lead, make, make, mouse, occur, off, off, one, operation, operation, over, over, pass, pass, pass, pass, pass, pass, pass, pass, pass, past, physical, place, procedure, put, qualifying, return, run, spread, spread, soft, take, top, travel, treat";"50";"action, mental process, appendage, fall, shape, base, base, base, process, eye, head, cognitive, computer, crack, diffuse, disseminate, distortion, draw, drop, work, elapse, extend, fall, farm, hand, slide, give, lead, make, mouse, occur, off, one, operation, over, pass, past, physical, place, procedure, put, qualifying, return, run, spread, soft, take, top, travel, treat"
"liver-colored, liverprescribed, positivist, positively charged, positive degree, positive, irrefutable, electropositive, confident, confirming, plus, cocksure, incontrovertible, positivistic, overconfident, convincedgall, bilebiliary, biliousjoan crawford, crawford, thomas crawford";"3";"liver, positive, positive";"2";"liver, positive"
"brass, memorial tablet, plaquecomposite, complex, composite planttooth enamel, enamelrosin, resin";"5";"complex, complex, composite, enamel, resin";"5";"complex, complex, composite, enamel, resin"
"gall, bileliver-colored, liverbiliary, biliousformulate, build up, uprise, spring up, underdeveloped, arise, modernize, educate, develop, prepare, modernise, make grow, germinate, development, evolve, rise, get, acquire, break, train, grow, developing, originate, recrudesce, produce, explicatedevelopment, exploitation, evolution, developing, ontogenesis, ontogeny, maturation, growth, growing";"10";"maturation, build, development, development, evolution, gall, growth, make, spring, growth";"10";"maturation, build, development, development, evolution, gall, growth, make, spring, growth"
"living, life, vivification, invigoration, vitality, liveliness, animation, brio, aliveness, spiritedness";"1";"life";"1";"life"
"saying, look, verbal expression, reflexion, facial expression, face, grammatical construction, construction, formulation, verbalism, aspect, manifestation, formula, locution, expression, reflectionsully, defile, maculate, tarnish, maculation, spotting, staining, stainexhibit, render, show, demo, evidence, shew, evince, usher, establish, depict, prove, point, testify, indicate, bear witness, designate, picture, read, express, show up, present, register, appearance, record, demonstrate, displaynervure, mineral vein, venous blood vessel, vena, vein";"22";"blood vessel, vein, vein, appearance, mineral, aspect, blood, face, evidence, expression, expression, expression, record, picture, point, present, read, spotting, staining, venous, venous blood, verbal";"19";"blood vessel, vein, appearance, mineral, aspect, blood, face, evidence, expression, record, picture, point, present, read, spotting, staining, venous, venous blood, verbal"
"hallucination, delusion, illusion, psychotic belief, head gamegroup, mathematical group, radical, chemical group, aggroup, groupingautobiographical, autobiographichead, encephalon, learning ability, brainiac, genius, mind, mental capacity, mentality, brainpower, psyche, brain, wit, einstein, nous, mastermindcomparison, compare, equivalence, comparability, comparingcoronal, lei, wreath, chaplet, garlandaccount, story, chronicle, historyenvision, figure, effigy, image, fancy, see, simulacrum, visualize, ikon, prototype, picture, persona, range of a function, visualise, mental image, epitome, icon, double, look-alike, figure of speech, project, range, paradigm, troperight, ripe, rectify, powerful, the right way, mighty, proper, right field, rightfield, decent, compensate, in good order, correctly, right wing, justly, good, aright, right on, mightily, decently, right hand, rightfulness, flop, correct, right-hand, redress, properly, veracious";"42";"brain, ability, group, group, head, order, capacity, chemical, correct, delusion, image, image, double, double, double, range, range, field, hand, hand, function, good, good, hallucination, illusion, learning, picture, order, order, order, project, radical, right, right, right, right, right, right, see, speech, story, learning";"32";"brain, ability, group, head, order, capacity, chemical, correct, delusion, image, double, double, double, range, field, hand, function, good, hallucination, illusion, learning, picture, order, order, order, project, radical, right, see, speech, story, learning"
"brass, memorial tablet, plaquesue, physical process, litigate, work on, process, cognitive process, work, serve, summons, outgrowth, cognitive operation, procedure, action, swear out, appendage, march, operation, unconscious process, mental process, treatneuronic, neuronal, neuralcome along, seem, come out, look, appearabout, around, or so, more or less, some, roughly, approximately, just about, round, close toward off, annul, avert, invalidate, keep off, debar, avoid, deflect, obviate, nullify, quash, fend off, forefend, stave off, head off, void, forfendstreak, taproom, ginmill, measure, exclude, relegate, debar, legal community, stop, browning automatic rifle, blockade, stripe, banish, bar, barroom, block up, legal profession, barricade, prevention, cake, block off, saloon, blockbending, flex, crouch, deform, deflexion, turn away, stoop, deflect, deflection, twist, turn, bend, bow";"40";"action, mental process, appendage, automatic, process, process, process, process, process, head, block, block, block, block, block, block, block, block, cognitive, cognitive, community, work, work, legal, legal, off, off, off, off, off, off, operation, operation, or, or, physical, procedure, round, some, stop";"22";"action, mental process, appendage, automatic, process, head, block, block, block, block, cognitive, community, work, legal, off, operation, or, physical, procedure, round, some, stop"
"arena, field, domain, surface area, area, country, region, orbit, expanse, spherebasal, radical, base, primarymarch, butt on, border, frame, frame in, bound, surround, butt against, abut, edge, environ, adjoin, butt, ring, skirtcalliphora, genus calliphoratypesetter's case, guinea pig, pillowcase, slip, incase, sheath, font, event, subject, showcase, caseful, character, vitrine, instance, compositor's case, suit, causa, type, display case, shell, eccentric, casing, lawsuit, case, grammatical case, cause, pillow slip, fount, typeface, face, encase, examplecellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubiclecellular telephone, cellphone, cellular phone, electric cell, jail cell, cell, cadre, mobile phone, prison cell, cubicle";"64";"domain, country, against, character, type, cell, cell, cell, cell, cell, cell, cell, cell, area, area, base, base, base, orbit, event, border, bound, case, case, case, case, case, face, cell, cell, cell, cell, cell, cell, cell, cell, region, telephone, telephone, display, guinea pig, pig, field, font, frame, frame, genus, surface, guinea, instance, subject, mobile, mobile, radical, ring, shell, cell, cell, cell, cell, cell, cell, cell, cell";"35";"domain, country, against, character, type, cell, area, base, base, base, orbit, event, border, bound, case, face, cell, region, telephone, display, guinea pig, pig, field, font, frame, genus, surface, guinea, instance, subject, mobile, radical, ring, shell, cell"
